"Edema, Cardiac",Sensation Disorders,42
"Edema, Cardiac",Cough,74
"Edema, Cardiac",Albuminuria,72
"Edema, Cardiac","Cardiac Output, High",26
"Edema, Cardiac",Alien Hand Syndrome,0
"Edema, Cardiac",Neuralgia,35
"Edema, Cardiac",Pelvic Pain,20
"Edema, Cardiac",Muscle Rigidity,26
"Edema, Cardiac",Decerebrate State,30
"Edema, Cardiac","Ophthalmoplegia, Chronic Progressive External",8
"Edema, Cardiac",Usher Syndromes,2
"Edema, Cardiac","Urinary Bladder, Overactive",8
"Edema, Cardiac",Presbycusis,6
"Edema, Cardiac",Cafe-au-Lait Spots,5
"Edema, Cardiac",Fetal Hypoxia,42
"Edema, Cardiac",Intermittent Claudication,60
"Edema, Cardiac",Phantom Limb,7
"Edema, Cardiac",Toothache,17
"Edema, Cardiac",Gastroparesis,12
"Edema, Cardiac",Striae Distensae,0
"Edema, Cardiac",Spasm,71
"Edema, Cardiac","Aphasia, Broca",12
"Edema, Cardiac",Tonic Pupil,4
"Edema, Cardiac",Flushing,25
"Edema, Cardiac",Morning Sickness,1
"Edema, Cardiac",Paresthesia,60
"Edema, Cardiac",Learning Disorders,37
"Edema, Cardiac",Speech Disorders,39
"Edema, Cardiac","Apraxia, Ideomotor",5
"Edema, Cardiac",Voice Disorders,28
"Edema, Cardiac",Thinness,36
"Edema, Cardiac","Hearing Loss, Sensorineural",67
"Edema, Cardiac",Muscle Cramp,33
"Edema, Cardiac",Polyuria,46
"Edema, Cardiac",Aphonia,8
"Edema, Cardiac",Eructation,3
"Edema, Cardiac","Urinary Incontinence, Stress",21
"Edema, Cardiac","Purpura, Hyperglobulinemic",10
"Edema, Cardiac",Headache,88
"Edema, Cardiac","Hearing Loss, Central",9
"Edema, Cardiac",Muscle Hypertonia,15
"Edema, Cardiac",Ecchymosis,44
"Edema, Cardiac",Angina Pectoris,99
"Edema, Cardiac",Tinnitus,28
"Edema, Cardiac",Torticollis,16
"Edema, Cardiac",Persistent Vegetative State,17
"Edema, Cardiac",Bulimia,18
"Edema, Cardiac",Hallucinations,45
"Edema, Cardiac",Stuttering,5
"Edema, Cardiac",Mouth Breathing,13
"Edema, Cardiac",Hearing Loss,46
"Edema, Cardiac",Hiccup,25
"Edema, Cardiac",Anorexia,54
"Edema, Cardiac","Hearing Loss, Sudden",29
"Edema, Cardiac",Respiratory Aspiration,11
"Edema, Cardiac",Hemoglobinuria,30
"Edema, Cardiac","Amnesia, Anterograde",3
"Edema, Cardiac",Weight Gain,74
"Edema, Cardiac",Facial Pain,29
"Edema, Cardiac",Hypoventilation,42
"Edema, Cardiac",Shoulder Pain,24
"Edema, Cardiac",Memory Disorders,55
"Edema, Cardiac",Livedo Reticularis,15
"Edema, Cardiac",Mobility Limitation,21
"Edema, Cardiac",Hemiplegia,87
"Edema, Cardiac",Hearing Disorders,50
"Edema, Cardiac",Glossalgia,2
"Edema, Cardiac",Eye Manifestations,55
"Edema, Cardiac",Paralysis,83
"Edema, Cardiac",Quadriplegia,70
"Edema, Cardiac",Miosis,6
"Edema, Cardiac",Renal Colic,6
"Edema, Cardiac",Acute Coronary Syndrome,78
"Edema, Cardiac",Labor Pain,5
"Edema, Cardiac","Hearing Loss, Functional",2
"Edema, Cardiac",Eye Hemorrhage,14
"Edema, Cardiac",Paraparesis,21
"Edema, Cardiac",Gait Apraxia,1
"Edema, Cardiac","Vision, Low",24
"Edema, Cardiac","Angina Pectoris, Variant",43
"Edema, Cardiac","Obesity, Morbid",72
"Edema, Cardiac","Paraparesis, Spastic",6
"Edema, Cardiac",Hemoptysis,72
"Edema, Cardiac",Psychomotor Agitation,33
"Edema, Cardiac",Pseudobulbar Palsy,1
"Edema, Cardiac",Somatosensory Disorders,20
"Edema, Cardiac",Oliguria,54
"Edema, Cardiac",Anomia,5
"Edema, Cardiac","Purpura, Thrombocytopenic, Idiopathic",47
"Edema, Cardiac",Edema,115
"Edema, Cardiac",Slit Ventricle Syndrome,1
"Edema, Cardiac",Flank Pain,18
"Edema, Cardiac",Necrolytic Migratory Erythema,0
"Edema, Cardiac",Fetal Distress,40
"Edema, Cardiac","Pain, Postoperative",52
"Edema, Cardiac",Neurobehavioral Manifestations,3
"Edema, Cardiac",Emaciation,15
"Edema, Cardiac",Muscle Weakness,91
"Edema, Cardiac",Seizures,98
"Edema, Cardiac","Neuralgia, Postherpetic",4
"Edema, Cardiac",Skin Manifestations,56
"Edema, Cardiac",Urinary Incontinence,37
"Edema, Cardiac",Tetany,32
"Edema, Cardiac",Eye Pain,4
"Edema, Cardiac",Apnea,71
"Edema, Cardiac",Asthenia,35
"Edema, Cardiac",Hyperoxia,45
"Edema, Cardiac",Illusions,3
"Edema, Cardiac",Syncope,92
"Edema, Cardiac",Cerebrospinal Fluid Otorrhea,1
"Edema, Cardiac",Diarrhea,86
"Edema, Cardiac",Neck Pain,33
"Edema, Cardiac",Photophobia,8
"Edema, Cardiac","Purpura, Schoenlein-Henoch",53
"Edema, Cardiac",Hoarseness,32
"Edema, Cardiac",Chorea,41
"Edema, Cardiac",Olfaction Disorders,18
"Edema, Cardiac",Hydrops Fetalis,49
"Edema, Cardiac",Cerebrospinal Fluid Rhinorrhea,14
"Edema, Cardiac",Myoclonus,40
"Edema, Cardiac",Athetosis,13
"Edema, Cardiac","Purpura, Thrombocytopenic",47
"Edema, Cardiac",Deaf-Blind Disorders,0
"Edema, Cardiac",Fever of Unknown Origin,67
"Edema, Cardiac",Gagging,6
"Edema, Cardiac",Myokymia,2
"Edema, Cardiac",Psychophysiologic Disorders,53
"Edema, Cardiac",Myotonia,17
"Edema, Cardiac",Cerebellar Ataxia,37
"Edema, Cardiac",Reticulocytosis,6
"Edema, Cardiac","Amnesia, Retrograde",6
"Edema, Cardiac",Pupil Disorders,15
"Edema, Cardiac",Gait Ataxia,12
"Edema, Cardiac",Hyperphagia,13
"Edema, Cardiac",Hypergammaglobulinemia,61
"Edema, Cardiac",Aphasia,51
"Edema, Cardiac",Muscular Atrophy,66
"Edema, Cardiac",Mental Retardation,81
"Edema, Cardiac",Oral Hemorrhage,29
"Edema, Cardiac",Coma,90
"Edema, Cardiac",Blindness,72
"Edema, Cardiac","Blindness, Cortical",13
"Edema, Cardiac",Hyperacusis,1
"Edema, Cardiac",Trismus,14
"Edema, Cardiac",Birth Weight,70
"Edema, Cardiac",Space Motion Sickness,0
"Edema, Cardiac",Consciousness Disorders,48
"Edema, Cardiac",Language Development Disorders,15
"Edema, Cardiac",Sleep Deprivation,28
"Edema, Cardiac",Infantile Apparent Life-Threatening Event,0
"Edema, Cardiac",Piriformis Muscle Syndrome,0
"Edema, Cardiac",Fetal Weight,12
"Edema, Cardiac",Hypocapnia,27
"Edema, Cardiac",Ophthalmoplegia,58
"Edema, Cardiac",Purpura,71
"Edema, Cardiac",Korsakoff Syndrome,4
"Edema, Cardiac","Aphasia, Conduction",1
"Edema, Cardiac","Abdomen, Acute",76
"Edema, Cardiac",Delirium,48
"Edema, Cardiac",Dizziness,73
"Edema, Cardiac",Fasciculation,11
"Edema, Cardiac",Urinoma,4
"Edema, Cardiac",Hypothermia,61
"Edema, Cardiac",Metatarsalgia,2
"Edema, Cardiac",Amblyopia,11
"Edema, Cardiac",Prostatism,7
"Edema, Cardiac","Cardiac Output, Low",94
"Edema, Cardiac","Alexia, Pure",1
"Edema, Cardiac",Deafness,66
"Edema, Cardiac",Heartburn,17
"Edema, Cardiac",Halitosis,10
"Edema, Cardiac",Motion Sickness,9
"Edema, Cardiac",Hemifacial Spasm,6
"Edema, Cardiac","Purpura, Thrombotic Thrombocytopenic",66
"Edema, Cardiac",Encopresis,4
"Edema, Cardiac",Catatonia,19
"Edema, Cardiac",Ataxia,45
"Edema, Cardiac",Hypercalciuria,10
"Edema, Cardiac",Perceptual Disorders,21
"Edema, Cardiac",Snoring,28
"Edema, Cardiac","Pain, Intractable",35
"Edema, Cardiac",Apraxias,11
"Edema, Cardiac","Aphasia, Wernicke",11
"Edema, Cardiac",Taste Disorders,20
"Edema, Cardiac",Articulation Disorders,6
"Edema, Cardiac",Feminization,8
"Edema, Cardiac",Dyslexia,7
"Edema, Cardiac",Coprophagia,0
"Edema, Cardiac",Sleep Disorders,54
"Edema, Cardiac",Hot Flashes,23
"Edema, Cardiac",Aerophagy,6
"Edema, Cardiac",Paresis,59
"Edema, Cardiac","Dyslexia, Acquired",7
"Edema, Cardiac",Dysphonia,10
"Edema, Cardiac","Pain, Referred",6
"Edema, Cardiac",Dysmenorrhea,21
"Edema, Cardiac",Sneezing,14
"Edema, Cardiac",Mutism,14
"Edema, Cardiac",Proteinuria,85
"Edema, Cardiac",Stupor,3
"Edema, Cardiac",Hirsutism,26
"Edema, Cardiac",Oral Manifestations,21
"Edema, Cardiac",Body Weight,112
"Edema, Cardiac","Akathisia, Drug-Induced",13
"Edema, Cardiac",Nocturia,12
"Edema, Cardiac",Lethargy,13
"Edema, Cardiac",Pallor,23
"Edema, Cardiac",Dyspepsia,34
"Edema, Cardiac","Hearing Loss, Noise-Induced",12
"Edema, Cardiac",Facial Paralysis,52
"Edema, Cardiac",Tics,2
"Edema, Cardiac",Gerstmann Syndrome,3
"Edema, Cardiac",Respiratory Sounds,55
"Edema, Cardiac",Pain,105
"Edema, Cardiac",Confusion,52
"Edema, Cardiac","Hearing Loss, Conductive",19
"Edema, Cardiac",Meningism,11
"Edema, Cardiac",Flatulence,13
"Edema, Cardiac",Paraplegia,75
"Edema, Cardiac",Systolic Murmurs,13
"Edema, Cardiac",Brown-Sequard Syndrome,5
"Edema, Cardiac",Hyperalgesia,22
"Edema, Cardiac",Fatigue,91
"Edema, Cardiac",Hypokinesia,24
"Edema, Cardiac","Urinary Bladder, Neurogenic",36
"Edema, Cardiac",Arthralgia,47
"Edema, Cardiac",Hematemesis,43
"Edema, Cardiac","Reflex, Abnormal",64
"Edema, Cardiac",Language Disorders,11
"Edema, Cardiac",Nausea,83
"Edema, Cardiac","Aphasia, Primary Progressive",0
"Edema, Cardiac",Dyskinesias,28
"Edema, Cardiac",Postoperative Nausea and Vomiting,16
"Edema, Cardiac",Diplopia,35
"Edema, Cardiac","Urinary Incontinence, Urge",4
"Edema, Cardiac",Heart Murmurs,76
"Edema, Cardiac",Respiratory Paralysis,36
"Edema, Cardiac","Hearing Loss, Bilateral",26
"Edema, Cardiac",Fever,105
"Edema, Cardiac","Hearing Loss, High-Frequency",11
"Edema, Cardiac","Hearing Loss, Mixed Conductive-Sensorineural",5
"Edema, Cardiac",Vision Disorders,80
"Edema, Cardiac",Catalepsy,3
"Edema, Cardiac",Scotoma,31
"Edema, Cardiac",Horner Syndrome,23
"Edema, Cardiac",Earache,12
"Edema, Cardiac",Communication Disorders,3
"Edema, Cardiac",Constipation,56
"Edema, Cardiac",Amaurosis Fugax,18
"Edema, Cardiac",Sarcopenia,6
"Edema, Cardiac",Echolalia,0
"Edema, Cardiac","Angina, Unstable",77
"Edema, Cardiac",Hyperventilation,60
"Edema, Cardiac",Cachexia,56
"Edema, Cardiac",Mental Fatigue,16
"Edema, Cardiac",Color Vision Defects,16
"Edema, Cardiac","Gait Disorders, Neurologic",23
"Edema, Cardiac",Dysuria,9
"Edema, Cardiac",Sciatica,25
"Edema, Cardiac",Body Weight Changes,2
"Edema, Cardiac",Low Back Pain,50
"Edema, Cardiac",Synkinesis,2
"Edema, Cardiac",Dyspnea,112
Pruritus,Hyperesthesia,145
Pruritus,"Edema, Cardiac",55
Pruritus,Unconsciousness,252
Pruritus,"Vomiting, Anticipatory",34
Pruritus,Back Pain,437
Pruritus,"Dyspnea, Paroxysmal",44
Pruritus,"Jaundice, Obstructive",171
Pruritus,Vocal Cord Paralysis,221
Pruritus,Anisocoria,38
Pruritus,Amnesia,152
Pruritus,"Aging, Premature",53
Pruritus,Purpura Fulminans,21
Pruritus,"Hearing Loss, Unilateral",41
Pruritus,Jaundice,404
Pruritus,Tinea Pedis,104
Pruritus,Waterhouse-Friderichsen Syndrome,45
Pruritus,Cheyne-Stokes Respiration,40
Pruritus,Susac Syndrome,4
Pruritus,Muscle Spasticity,275
Pruritus,Hyperemesis Gravidarum,99
Pruritus,Psychomotor Disorders,293
Pruritus,"Supranuclear Palsy, Progressive",56
Pruritus,Muscle Hypotonia,268
Pruritus,Fetal Macrosomia,63
Pruritus,Overweight,173
Pruritus,Orthostatic Intolerance,12
Pruritus,Vomiting,570
