Horner Syndrome,https://en.wikipedia.org/wiki/Horner's_syndrome
Carotid Stenosis,https://en.wikipedia.org/wiki/Carotid_artery_stenosis
Enterotoxemia,https://en.wikipedia.org/wiki/Enterotoxemia
Periapical Granuloma,...
Postoperative Nausea and Vomiting,https://en.wikipedia.org/wiki/Postoperative_nausea_and_vomiting
Esophageal Fistula,...
Common Variable Immunodeficiency,https://en.wikipedia.org/wiki/Common_variable_immunodeficiency
Tarlov Cysts,https://en.wikipedia.org/wiki/Tarlov_cyst
Neuralgia,https://en.wikipedia.org/wiki/Neuralgia
Fistula,https://en.wikipedia.org/wiki/Fistula
"Epilepsy, Generalized",https://en.wikipedia.org/wiki/Epilepsy
"Aneurysm, Ruptured",https://en.wikipedia.org/wiki/Aneurysm_(disambiguation)
"Neoplasms, Squamous Cell",https://en.wikipedia.org/wiki/Neoplasm
"Heart Septal Defects, Ventricular",https://en.wikipedia.org/wiki/Heart_septal_defect
Spirurida Infections,...
Dextrocardia,https://en.wikipedia.org/wiki/Dextrocardia
"Encephalomyelitis, Eastern Equine",https://en.wikipedia.org/wiki/Encephalomyelitis
"Lymphohistiocytosis, Hemophagocytic",https://en.wikipedia.org/wiki/Histiocytosis
Agoraphobia,https://en.wikipedia.org/wiki/Agoraphobia
AIDS-Related Opportunistic Infections,...
"Anemia, Iron-Deficiency",https://en.wikipedia.org/wiki/Anemia_(disambiguation)
Stomach Diseases,https://en.wikipedia.org/wiki/Stomach_disease
"Neoplasms, Second Primary",https://en.wikipedia.org/wiki/Neoplasm
"Endocarditis, Subacute Bacterial",https://en.wikipedia.org/wiki/Endocarditis
Morning Sickness,https://en.wikipedia.org/wiki/Morning_sickness
Congenital Hypothyroidism,https://en.wikipedia.org/wiki/Congenital_hypothyroidism
Diabetic Ketoacidosis,https://en.wikipedia.org/wiki/Diabetic_ketoacidosis
"Chondrosarcoma, Mesenchymal",https://en.wikipedia.org/wiki/Chondrosarcoma
Radicular Cyst,https://en.wikipedia.org/wiki/Periapical_cyst
Sturge-Weber Syndrome,https://en.wikipedia.org/wiki/Sturge-Weber_syndrome
Retinal Dysplasia,https://en.wikipedia.org/wiki/Retinal_dysplasia
"Abortion, Missed",https://en.wikipedia.org/wiki/Abort
Heart Block,https://en.wikipedia.org/wiki/Heart_block
Egg Hypersensitivity,https://en.wikipedia.org/wiki/Egg_allergy
Loiasis,https://en.wikipedia.org/wiki/Loa_loa_filariasis
Pantothenate Kinase-Associated Neurodegeneration,https://en.wikipedia.org/wiki/Pantothenate_kinase-associated_neurodegeneration
Central Cord Syndrome,https://en.wikipedia.org/wiki/Central_cord_syndrome
"Hernia, Hiatal",https://en.wikipedia.org/wiki/Hernia
Polyps,https://en.wikipedia.org/wiki/Polyp
"Hearing Loss, Central",https://en.wikipedia.org/wiki/Hearing_loss
Multiple Trauma,https://en.wikipedia.org/wiki/Polytrauma
Solitary Pulmonary Nodule,https://en.wikipedia.org/wiki/Solitary_pulmonary_nodule
Meningitis,https://en.wikipedia.org/wiki/Meningitis
Vasculitis,https://en.wikipedia.org/wiki/Vasculitis
"Tuberculosis, Pleural",https://en.wikipedia.org/wiki/Tuberculosis
"Child Development Disorders, Pervasive",...
Helminthiasis,https://en.wikipedia.org/wiki/Helminthiasis
"Hernia, Diaphragmatic",https://en.wikipedia.org/wiki/Hernia
Macular Degeneration,https://en.wikipedia.org/wiki/Macular_degeneration
"Carcinoma 256, Walker",...
Whooping Cough,...
Pulmonary Embolism,https://en.wikipedia.org/wiki/Pulmonary_embolism
REM Sleep Parasomnias,https://en.wikipedia.org/wiki/Rapid_eye_movement_sleep
"Hypertension, Pulmonary",https://en.wikipedia.org/wiki/Hypertension
"Brain Injury, Chronic",https://en.wikipedia.org/wiki/Brain_injury
Bronchopneumonia,https://en.wikipedia.org/wiki/Pneumonia
Sexual Infantilism,...
Carotid Artery Diseases,https://en.wikipedia.org/wiki/Common_carotid_artery
Brain Death,https://en.wikipedia.org/wiki/Brain_death
Quadriplegia,https://en.wikipedia.org/wiki/Tetraplegia
Lentigo,https://en.wikipedia.org/wiki/Lentigo
Wet Macular Degeneration,https://en.wikipedia.org/wiki/Macular_degeneration
Acute Coronary Syndrome,https://en.wikipedia.org/wiki/Acute_coronary_syndrome
Mixed Connective Tissue Disease,https://en.wikipedia.org/wiki/Mixed_connective_tissue_disease
"Rupture, Spontaneous",https://en.wikipedia.org/wiki/Rupture
Opioid-Related Disorders,...
Intestinal Neoplasms,https://en.wikipedia.org/wiki/Intestinal_neoplasms
Sjogren-Larsson Syndrome,...
Foot Injuries,...
Tooth Avulsion,https://en.wikipedia.org/wiki/Dental_avulsion
"Hypertension, Portal",https://en.wikipedia.org/wiki/Hypertension
Fucosidosis,https://en.wikipedia.org/wiki/Fucosidosis
Seminoma,https://en.wikipedia.org/wiki/Seminoma
Chondroma,https://en.wikipedia.org/wiki/Chondroma
Neuromuscular Diseases,https://en.wikipedia.org/wiki/Neuromuscular_disease
"Blood Loss, Surgical",...
"Anemia, Refractory, with Excess of Blasts",https://en.wikipedia.org/wiki/Anemia_(disambiguation)
Gangliosidoses,https://en.wikipedia.org/wiki/Gangliosidosis
Myocardial Stunning,https://en.wikipedia.org/wiki/Myocardial_stunning
Carbon Monoxide Poisoning,https://en.wikipedia.org/wiki/Carbon_monoxide_poisoning
"Anemia, Aplastic",https://en.wikipedia.org/wiki/Anemia_(disambiguation)
"Granulomatosis, Orofacial",https://en.wikipedia.org/wiki/Granuloma
"Tuberculosis, Urogenital",https://en.wikipedia.org/wiki/Tuberculosis
Mucopolysaccharidosis I,...
Seasonal Affective Disorder,https://en.wikipedia.org/wiki/Seasonal_affective_disorder
Scleral Diseases,...
Zenker Diverticulum,https://en.wikipedia.org/wiki/Zenker's_diverticulum
Bile Duct Neoplasms,...
Congenital Abnormalities,...
Thrombocytopenia,https://en.wikipedia.org/wiki/Thrombocytopenia
Blue Toe Syndrome,https://en.wikipedia.org/wiki/Blue_toe_syndrome
"Hyperlipidemia, Familial Combined",https://en.wikipedia.org/wiki/Hyperlipidemia
Shaken Baby Syndrome,https://en.wikipedia.org/wiki/Abusive_head_trauma
Jaw Cysts,...
"Leukodystrophy, Globoid Cell",https://en.wikipedia.org/wiki/Leukodystrophy
Lateral Medullary Syndrome,https://en.wikipedia.org/wiki/Lateral_medullary_syndrome
Hemorrhagic Disorders,...
Spirochaetales Infections,...
Lymphopenia,https://en.wikipedia.org/wiki/Lymphocytopenia
Dentin Sensitivity,...
Anodontia,https://en.wikipedia.org/wiki/Anodontia
Hereditary Sensory and Motor Neuropathy,https://en.wikipedia.org/wiki/Hereditary_motor_and_sensory_neuropathy
Ectropion,https://en.wikipedia.org/wiki/Ectropion
Piriformis Muscle Syndrome,...
"Neoplasms, Glandular and Epithelial",https://en.wikipedia.org/wiki/Neoplasm
Cholera,https://en.wikipedia.org/wiki/Cholera
Severe Combined Immunodeficiency,https://en.wikipedia.org/wiki/Severe_combined_immunodeficiency
"Fasciitis, Plantar",https://en.wikipedia.org/wiki/Fasciitis
Choriocarcinoma,https://en.wikipedia.org/wiki/Choriocarcinoma
Hyperacusis,https://en.wikipedia.org/wiki/Hyperacusis
Spondylarthropathies,https://en.wikipedia.org/wiki/Spondyloarthropathy
Liver Cirrhosis,...
Proctitis,https://en.wikipedia.org/wiki/Proctitis
Striatonigral Degeneration,https://en.wikipedia.org/wiki/Multiple_system_atrophy
Pedophilia,https://en.wikipedia.org/wiki/Pedophilia
Endotoxemia,...
"Aneurysm, Infected",https://en.wikipedia.org/wiki/Aneurysm_(disambiguation)
West Nile Fever,https://en.wikipedia.org/wiki/West_Nile_fever
Ichthyosis Vulgaris,https://en.wikipedia.org/wiki/Ichthyosis_vulgaris
"Neoplasms, Radiation-Induced",https://en.wikipedia.org/wiki/Neoplasm
Factor XII Deficiency,https://en.wikipedia.org/wiki/Factor_XII_deficiency
Smith-Magenis Syndrome,https://en.wikipedia.org/wiki/Smith-Magenis_syndrome
Nervous System Neoplasms,https://en.wikipedia.org/wiki/Nervous_system_neoplasm
"Cerebral Hemorrhage, Traumatic",https://en.wikipedia.org/wiki/Intracerebral_hemorrhage
Central Nervous System Parasitic Infections,...
Tibial Fractures,...
Synkinesis,https://en.wikipedia.org/wiki/Synkinesis
Balantidiasis,https://en.wikipedia.org/wiki/Balantidiasis
Pericoronitis,https://en.wikipedia.org/wiki/Pericoronitis
"Adenoma, Basophil",https://en.wikipedia.org/wiki/Adenoma
Coronary-Subclavian Steal Syndrome,...
Food Hypersensitivity,https://en.wikipedia.org/wiki/Food_allergy
beta-Thalassemia,https://en.wikipedia.org/wiki/Beta_thalassemia
"Adenoma, Chromophobe",https://en.wikipedia.org/wiki/Adenoma
Nocturnal Enuresis,https://en.wikipedia.org/wiki/Nocturnal_enuresis
Sertoli-Leydig Cell Tumor,...
Postgastrectomy Syndromes,...
"Hyperbilirubinemia, Hereditary",...
"Infertility, Male",https://en.wikipedia.org/wiki/Infertility
Central Nervous System Vascular Malformations,...
Dictyocaulus Infections,...
Wandering Spleen,https://en.wikipedia.org/wiki/Wandering_spleen
"Cardiomyopathy, Restrictive",https://en.wikipedia.org/wiki/Cardiomyopathy
Apraxias,https://en.wikipedia.org/wiki/Apraxia
Nijmegen Breakage Syndrome,https://en.wikipedia.org/wiki/Nijmegen_breakage_syndrome
"Nephrosis, Lipoid",https://en.wikipedia.org/wiki/Nephrosis
Hallux Valgus,...
Pterygium,https://en.wikipedia.org/wiki/Pterygium
Infratentorial Neoplasms,...
"Dendritic Cell Sarcoma, Follicular",...
Hemostatic Disorders,...
Otitis Externa,https://en.wikipedia.org/wiki/Otitis_externa
"Abortion, Septic",https://en.wikipedia.org/wiki/Abort
Dientamoebiasis,https://en.wikipedia.org/wiki/Dientamoebiasis
Arcus Senilis,https://en.wikipedia.org/wiki/Arcus_senilis
Carbamoyl-Phosphate Synthase I Deficiency Disease,...
Venous Thrombosis,https://en.wikipedia.org/wiki/Venous_thrombosis
Hajdu-Cheney Syndrome,https://en.wikipedia.org/wiki/Hajdu-Cheney_syndrome
"Tuberculosis, Multidrug-Resistant",https://en.wikipedia.org/wiki/Tuberculosis
Tracheitis,https://en.wikipedia.org/wiki/Tracheitis
Multiple Organ Failure,https://en.wikipedia.org/wiki/Multiple_organ_dysfunction_syndrome
Hookworm Infections,https://en.wikipedia.org/wiki/Hookworm_infection
Hirschsprung Disease,https://en.wikipedia.org/wiki/Hirschsprung's_disease
"Dyskinesia, Drug-Induced",https://en.wikipedia.org/wiki/Dyskinesia
Uterine Hemorrhage,...
"Porphyria, Erythropoietic",https://en.wikipedia.org/wiki/Porphyria
Eosinophilic Esophagitis,https://en.wikipedia.org/wiki/Eosinophilic_esophagitis
Neonatal Abstinence Syndrome,https://en.wikipedia.org/wiki/Neonatal_withdrawal
"Carcinoma, Brown-Pearce",https://en.wikipedia.org/wiki/Carcinoma
"Adenocarcinoma, Mucinous",https://en.wikipedia.org/wiki/Adenocarcinoma
Mucopolysaccharidoses,https://en.wikipedia.org/wiki/Mucopolysaccharidosis
Leukostasis,https://en.wikipedia.org/wiki/Leukostasis
Brain Concussion,...
Staphylococcal Scalded Skin Syndrome,https://en.wikipedia.org/wiki/Staphylococcal_scalded_skin_syndrome
Ectopia Lentis,https://en.wikipedia.org/wiki/Ectopia_lentis
Language Disorders,https://en.wikipedia.org/wiki/Language_disorder
Primary Progressive Nonfluent Aphasia,...
Hyperlipoproteinemia Type IV,...
"Ichthyosiform Erythroderma, Congenital",...
Menstruation Disturbances,https://en.wikipedia.org/wiki/Menstrual_disorder
Optic Neuritis,https://en.wikipedia.org/wiki/Optic_neuritis
Acro-Osteolysis,https://en.wikipedia.org/wiki/Acroosteolysis
Esophageal Perforation,https://en.wikipedia.org/wiki/Boerhaave_syndrome
Maxillary Diseases,...
Osteogenesis Imperfecta,https://en.wikipedia.org/wiki/Osteogenesis_imperfecta
"Red-Cell Aplasia, Pure",https://en.wikipedia.org/wiki/Pure_red_cell_aplasia
Retinal Detachment,https://en.wikipedia.org/wiki/Retinal_detachment
"Dermatitis, Toxicodendron",https://en.wikipedia.org/wiki/Dermatitis
"Arthropathy, Neurogenic",https://en.wikipedia.org/wiki/Arthropathy
Monoclonal Gammopathy of Undetermined Significance,https://en.wikipedia.org/wiki/Monoclonal_gammopathy_of_undetermined_significance
Gonorrhea,...
Sleep-Wake Transition Disorders,...
Pharyngeal Neoplasms,...
"Epilepsy, Reflex",https://en.wikipedia.org/wiki/Epilepsy
Encephalitis,https://en.wikipedia.org/wiki/Encephalitis
Bronchial Spasm,...
Trigger Finger Disorder,...
"Tooth, Unerupted",https://en.wikipedia.org/wiki/Tooth_(disambiguation)
Esophageal Achalasia,https://en.wikipedia.org/wiki/Achalasia
"Amputation, Traumatic",https://en.wikipedia.org/wiki/Amputation
Refeeding Syndrome,https://en.wikipedia.org/wiki/Refeeding_syndrome
Central Nervous System Protozoal Infections,...
Spina Bifida Occulta,...
"Hepatitis D, Chronic",https://en.wikipedia.org/wiki/Hepatitis_D
Eye Pain,...
Neck Injuries,...
Vesicovaginal Fistula,https://en.wikipedia.org/wiki/Vesicovaginal_fistula
Refractive Errors,https://en.wikipedia.org/wiki/Refractive_error
Menkes Kinky Hair Syndrome,https://en.wikipedia.org/wiki/Menkes_disease
"Mercury Poisoning, Nervous System",https://en.wikipedia.org/wiki/Mercury_poisoning
Subcutaneous Emphysema,https://en.wikipedia.org/wiki/Subcutaneous_emphysema
Persistent Hyperplastic Primary Vitreous,https://en.wikipedia.org/wiki/Persistent_hyperplastic_primary_vitreous
Mycetoma,https://en.wikipedia.org/wiki/Mycetoma
"Aspergillosis, Allergic Bronchopulmonary",https://en.wikipedia.org/wiki/Aspergillosis
"Carcinoma, Signet Ring Cell",https://en.wikipedia.org/wiki/Carcinoma
Choroiditis,https://en.wikipedia.org/wiki/Chorioretinitis
"Edema, Cardiac",https://en.wikipedia.org/wiki/Edema
Rheumatic Diseases,...
Glycogen Storage Disease Type VIII,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_VI
"Carcinoma, Krebs 2",https://en.wikipedia.org/wiki/Carcinoma
"Keratoderma, Palmoplantar",https://en.wikipedia.org/wiki/Keratoderma
DiGeorge Syndrome,https://en.wikipedia.org/wiki/DiGeorge_syndrome
Sex Chromosome Disorders,https://en.wikipedia.org/wiki/Sex_chromosome_disorders
Cholesterol Ester Storage Disease,...
Headache Disorders,...
"Stress Disorders, Traumatic, Acute",...
"Pneumonia, Lipid",https://en.wikipedia.org/wiki/Pneumonia_(disambiguation)
Amnesia,https://en.wikipedia.org/wiki/Amnesia_(disambiguation)
"Carcinoma, Skin Appendage",https://en.wikipedia.org/wiki/Carcinoma
"Myopathy, Central Core",https://en.wikipedia.org/wiki/Myopathy
"Mastocytosis, Systemic",https://en.wikipedia.org/wiki/Mastocytosis
Thoracic Diseases,https://en.wikipedia.org/wiki/Thoracic_cavity
Colorado Tick Fever,https://en.wikipedia.org/wiki/Colorado_tick_fever
Furcation Defects,...
Tic Disorders,https://en.wikipedia.org/wiki/Tic_disorder
Nesidioblastosis,https://en.wikipedia.org/wiki/Nesidioblastosis
SUNCT Syndrome,https://en.wikipedia.org/wiki/SUNCT_syndrome
"Lung, Hyperlucent",https://en.wikipedia.org/wiki/Lung_(disambiguation)
Elimination Disorders,...
Muscle Hypotonia,...
Pharyngitis,https://en.wikipedia.org/wiki/Pharyngitis
Cleft Palate,https://en.wikipedia.org/wiki/Cleft_lip_and_cleft_palate
Rat-Bite Fever,https://en.wikipedia.org/wiki/Rat-bite_fever
Superinfection,https://en.wikipedia.org/wiki/Superinfection
Coronary Thrombosis,https://en.wikipedia.org/wiki/Coronary_thrombosis
Precancerous Conditions,https://en.wikipedia.org/wiki/Precancerous_condition
Burns,https://en.wikipedia.org/wiki/Burns
Lymphogranuloma Venereum,https://en.wikipedia.org/wiki/Lymphogranuloma_venereum
Granulosa Cell Tumor,https://en.wikipedia.org/wiki/Granulosa_cell_tumour
Foodborne Diseases,...
Child Behavior Disorders,...
Hematologic Neoplasms,...
Alexander Disease,https://en.wikipedia.org/wiki/Alexander_disease
Atrial Fibrillation,https://en.wikipedia.org/wiki/Atrial_fibrillation
Thrombosis,https://en.wikipedia.org/wiki/Thrombosis
Cytomegalovirus Infections,...
Diabetic Neuropathies,https://en.wikipedia.org/wiki/Diabetic_neuropathy
Luteoma,https://en.wikipedia.org/wiki/Luteoma
"Pemphigus, Benign Familial",https://en.wikipedia.org/wiki/Pemphigus
Leprosy,https://en.wikipedia.org/wiki/Leprosy_(disambiguation)
Hydranencephaly,https://en.wikipedia.org/wiki/Hydranencephaly
Rocky Mountain Spotted Fever,https://en.wikipedia.org/wiki/Rocky_Mountain_spotted_fever
Neuronal Migration Disorders,...
Amelogenesis Imperfecta,https://en.wikipedia.org/wiki/Amelogenesis_imperfecta
Mycobacterium Infections,...
Mite Infestations,...
Glossitis,https://en.wikipedia.org/wiki/Glossitis
"Shock, Surgical",https://en.wikipedia.org/wiki/Shock
Salmonella Infections,...
Tracheal Diseases,...
Hyperpituitarism,https://en.wikipedia.org/wiki/Hyperpituitarism
Submandibular Gland Neoplasms,...
Splenic Rupture,https://en.wikipedia.org/wiki/Splenic_injury
Calculi,https://en.wikipedia.org/wiki/Calculus_(disambiguation)
"Neoplasm Recurrence, Local",...
Infectious Bovine Rhinotracheitis,...
Cafe-au-Lait Spots,...
Ellis-Van Creveld Syndrome,https://en.wikipedia.org/wiki/Ellis-van_Creveld_syndrome
DNA Repair-Deficiency Disorders,...
Mesenteric Vascular Occlusion,https://en.wikipedia.org/wiki/Mesenteric_ischemia
AIDS-Related Complex,https://en.wikipedia.org/wiki/AIDS-related_complex
Iris Diseases,https://en.wikipedia.org/wiki/Iris_(anatomy)
Porokeratosis,https://en.wikipedia.org/wiki/Porokeratosis
Erythema Multiforme,https://en.wikipedia.org/wiki/Erythema_multiforme
Thymoma,https://en.wikipedia.org/wiki/Thymoma
"Scleroderma, Limited",https://en.wikipedia.org/wiki/Scleroderma
"Tuberculosis, Miliary",https://en.wikipedia.org/wiki/Tuberculosis
"Leukemia, Hairy Cell",https://en.wikipedia.org/wiki/Leukemia
"Sleep Apnea, Central",https://en.wikipedia.org/wiki/Sleep_apnea
"Paraparesis, Tropical Spastic",https://en.wikipedia.org/wiki/Paraplegia
Silver-Russell Syndrome,https://en.wikipedia.org/wiki/Silver-Russell_syndrome
"Dermatitis, Phototoxic",https://en.wikipedia.org/wiki/Dermatitis
Movement Disorders,https://en.wikipedia.org/wiki/Movement_disorder
Trichothiodystrophy Syndromes,...
Hyperlipoproteinemias,https://en.wikipedia.org/wiki/Hyperlipidemia
Laron Syndrome,https://en.wikipedia.org/wiki/Laron_syndrome
"Demyelinating Autoimmune Diseases, CNS",...
Dihydropyrimidine Dehydrogenase Deficiency,https://en.wikipedia.org/wiki/Dihydropyrimidine_dehydrogenase_deficiency
Ebstein Anomaly,https://en.wikipedia.org/wiki/Ebstein's_anomaly
Tobacco Use Disorder,...
Pituitary Apoplexy,https://en.wikipedia.org/wiki/Pituitary_apoplexy
Vitreous Detachment,https://en.wikipedia.org/wiki/Posterior_vitreous_detachment
Microsporidiosis,https://en.wikipedia.org/wiki/Microsporidiosis
Arterivirus Infections,https://en.wikipedia.org/wiki/Arterivirus
Angiomyolipoma,https://en.wikipedia.org/wiki/Angiomyolipoma
Polydactyly,https://en.wikipedia.org/wiki/Polydactyly
Hearing Loss,https://en.wikipedia.org/wiki/Hearing_loss
Canavan Disease,https://en.wikipedia.org/wiki/Canavan_disease
Carcinoma,https://en.wikipedia.org/wiki/Carcinoma
Hypophosphatasia,https://en.wikipedia.org/wiki/Hypophosphatasia
Gaucher Disease,https://en.wikipedia.org/wiki/Gaucher's_disease
Hyperinsulinism,https://en.wikipedia.org/wiki/Hyperinsulinism
"Epilepsy, Frontal Lobe",https://en.wikipedia.org/wiki/Epilepsy
"Truncus Arteriosus, Persistent",https://en.wikipedia.org/wiki/Truncus_arteriosus
Budd-Chiari Syndrome,https://en.wikipedia.org/wiki/Budd-Chiari_syndrome
Gonadal Dysgenesis,https://en.wikipedia.org/wiki/Gonadal_dysgenesis
Paraganglioma,https://en.wikipedia.org/wiki/Paraganglioma
Intertrigo,https://en.wikipedia.org/wiki/Intertrigo
Giant Lymph Node Hyperplasia,...
Lichen Sclerosus et Atrophicus,...
Hemoptysis,https://en.wikipedia.org/wiki/Hemoptysis
"Cardiomyopathy, Hypertrophic, Familial",https://en.wikipedia.org/wiki/Cardiomyopathy
Eye Hemorrhage,...
Bordetella Infections,...
Primary Dysautonomias,...
Oxyuriasis,...
Flatfoot,https://en.wikipedia.org/wiki/Flatfoot_(disambiguation)
Brain Stem Infarctions,...
Tangier Disease,https://en.wikipedia.org/wiki/Tangier_disease
Osteochondrosis,https://en.wikipedia.org/wiki/Osteochondrosis
Trematode Infections,...
Anisakiasis,https://en.wikipedia.org/wiki/Anisakis
"Mucinosis, Follicular",https://en.wikipedia.org/wiki/Mucinosis
"Hernia, Abdominal",https://en.wikipedia.org/wiki/Hernia
"Carcinoma, Bronchogenic",https://en.wikipedia.org/wiki/Carcinoma
Pseudohypoaldosteronism,https://en.wikipedia.org/wiki/Pseudohypoaldosteronism
Pelvic Infection,...
"Eye Diseases, Hereditary",https://en.wikipedia.org/wiki/Eye_disease
Hemorrhage,...
Lichenoid Eruptions,https://en.wikipedia.org/wiki/Lichenoid_eruption
Erythema Chronicum Migrans,https://en.wikipedia.org/wiki/Erythema_chronicum_migrans
Wegener Granulomatosis,https://en.wikipedia.org/wiki/Granulomatosis_with_polyangiitis
Papilledema,https://en.wikipedia.org/wiki/Papilledema
Coffin-Lowry Syndrome,https://en.wikipedia.org/wiki/Coffin-Lowry_syndrome
Adrenogenital Syndrome,...
Lingual Thyroid,...
Multiple Pulmonary Nodules,...
"Carcinoma, Small Cell",https://en.wikipedia.org/wiki/Carcinoma
Airway Obstruction,https://en.wikipedia.org/wiki/Airway_obstruction
Hypersensitivity,https://en.wikipedia.org/wiki/Hypersensitivity_(disambiguation)
Cerebrospinal Fluid Rhinorrhea,https://en.wikipedia.org/wiki/Cerebrospinal_fluid_rhinorrhoea
"Hypertension, Renovascular",https://en.wikipedia.org/wiki/Hypertension
"Still's Disease, Adult-Onset",https://en.wikipedia.org/wiki/Still's_disease
Acanthosis Nigricans,https://en.wikipedia.org/wiki/Acanthosis_nigricans
"Upper Extremity Deformities, Congenital",...
Persistent Hyperinsulinemia Hypoglycemia of Infancy,https://en.wikipedia.org/wiki/Hyperinsulinemic_hypoglycemia
Urinary Bladder Calculi,...
Diaper Rash,https://en.wikipedia.org/wiki/Irritant_diaper_dermatitis
Adrenal Cortex Neoplasms,...
Auditory Perceptual Disorders,https://en.wikipedia.org/wiki/Auditory_processing_disorder
"Nails, Ingrown",https://en.wikipedia.org/wiki/Nail
Incontinentia Pigmenti,https://en.wikipedia.org/wiki/Incontinentia_pigmenti
Coccidiosis,https://en.wikipedia.org/wiki/Coccidiosis
Peritonsillar Abscess,https://en.wikipedia.org/wiki/Peritonsillar_abscess
Osteoarthritis,https://en.wikipedia.org/wiki/Osteoarthritis
Vulvar Vestibulitis,https://en.wikipedia.org/wiki/Vulvar_vestibulitis
"Tachycardia, Atrioventricular Nodal Reentry",...
"Diverticulosis, Esophageal",https://en.wikipedia.org/wiki/Diverticulosis
Zoonoses,https://en.wikipedia.org/wiki/Zoonosis
Beckwith-Wiedemann Syndrome,https://en.wikipedia.org/wiki/Beckwith-Wiedemann_syndrome
Masochism,https://en.wikipedia.org/wiki/Masochism
"Blindness, Cortical",https://en.wikipedia.org/wiki/Blindness_(disambiguation)
"Mental Retardation, X-Linked",https://en.wikipedia.org/wiki/Intellectual_disability
"Hypoxia-Ischemia, Brain",...
Chronobiology Disorders,https://en.wikipedia.org/wiki/Circadian_rhythm_sleep_disorder
Consciousness Disorders,...
Single Umbilical Artery,https://en.wikipedia.org/wiki/Single_umbilical_artery
"Skull Fracture, Basilar",https://en.wikipedia.org/wiki/Skull_fracture
Meningoencephalitis,https://en.wikipedia.org/wiki/Meningoencephalitis
Necrosis,https://en.wikipedia.org/wiki/Necrosis_(disambiguation)
Angiomatosis,https://en.wikipedia.org/wiki/Angiomatosis
Lacrimal Duct Obstruction,...
Plummer-Vinson Syndrome,https://en.wikipedia.org/wiki/Plummer-Vinson_syndrome
"Vasculitis, Leukocytoclastic, Cutaneous",https://en.wikipedia.org/wiki/Vasculitis
Corneal Edema,...
"Pre-Excitation, Mahaim-Type",https://en.wikipedia.org/wiki/Pre-excitation_syndrome
Avitaminosis,https://en.wikipedia.org/wiki/Vitamin_deficiency
Fecal Incontinence,...
"Osteolysis, Essential",https://en.wikipedia.org/wiki/Osteolysis
Spinocerebellar Ataxias,https://en.wikipedia.org/wiki/Spinocerebellar_ataxia
"Asthma, Aspirin-Induced",https://en.wikipedia.org/wiki/Asthma_(disambiguation)
Uterine Perforation,https://en.wikipedia.org/wiki/Uterine_perforation
Rhinoscleroma,https://en.wikipedia.org/wiki/Rhinoscleroma
"Paralyses, Familial Periodic",https://en.wikipedia.org/wiki/Paralysis
Skin Diseases,...
