Coma,
Blindness,
"Blindness, Cortical",blue blindness (blue-yellow blindness) popular names for imperfect perception of blue and yellow tints; see tritanopia and tetartanopia
Hyperacusis,
Trismus,See  lockjaw.
Birth Weight,The weight of an infant at birth.
Space Motion Sickness,
Consciousness Disorders,
Language Development Disorders,
Sleep Deprivation,
Infantile Apparent Life-Threatening Event,
Piriformis Muscle Syndrome,
Fetal Weight,
Hypocapnia,
Ophthalmoplegia,Ophthalmoplegia is a paralysis or weakness of one or more of the muscles that control eye movement
Purpura,A condition characterized by hemorrhages in the skin and mucous membranes that result in the appearance of purplish spots or patches.
Korsakoff Syndrome,"A neurological syndrome characterized by loss of coordination, disorientation, and memory loss, often accompanied by confabulation. It results from thiamine deficiency, which can be caused by chronic alcoholism, malnutrition, or other factors. Also called  Korsakoff psychosis."
"Aphasia, Conduction","Partial or total loss of the ability to articulate ideas or comprehend spoken or written language, resulting from damage to the brain from injury or disease."
"Abdomen, Acute","The large body cavity below the thorax, lined by the peritoneum. It contains the stomach, intestines, liver, gallbladder, pancreas, spleen, kidneys, and adrenal glands."
Delirium,
Dizziness,
Fasciculation,
Urinoma,
Hypothermia,
Metatarsalgia,
Amblyopia,
Prostatism,
"Cardiac Output, Low",cardiac output the effective volume of blood expelled by either ventricle of the heart per unit of time (generally per minute); it usually refers to left ventricle output
"Alexia, Pure","Loss of the ability to read, usually caused by brain lesions. Also called  word blindness."
Deafness,a type of ear trumpet used by the deaf.
Heartburn,"A burning sensation, usually centered in the middle of the chest near the sternum, caused by the reflux of acidic stomach fluids that enter the lower end of the esophagus. Also called  acid reflux,  cardialgia,  pyrosis."
Halitosis,See  bad breath.
Motion Sickness,
Hemifacial Spasm,
"Purpura, Thrombotic Thrombocytopenic",
Encopresis,
Catatonia,
Ataxia,
Hypercalciuria,
Perceptual Disorders,
Snoring,"To breathe during sleep with harsh, snorting noises caused by vibration of the soft palate."
"Pain, Intractable","Subject to the penalty of (a specified punishment, such as death)."
Apraxias,Total or partial loss of the ability to perform coordinated movements or manipulate objects in the absence of motor or sensory impairment.
"Aphasia, Wernicke","Partial or total loss of the ability to articulate ideas or comprehend spoken or written language, resulting from damage to the brain from injury or disease."
Taste Disorders,
Articulation Disorders,
Feminization,
Dyslexia,
Coprophagia,
Sleep Disorders,
Hot Flashes,
Aerophagy,
Paresis,
"Dyslexia, Acquired",A learning disability marked by impairment of the ability to recognize and comprehend written words.
Dysphonia,"Difficulty in speaking, usually evidenced by hoarseness."
"Pain, Referred","Subject to the penalty of (a specified punishment, such as death)."
Dysmenorrhea,Painful menstruation.
Sneezing,"To expel air forcibly from the mouth and nose in an explosive, spasmodic involuntary action resulting chiefly from irritation of the nasal mucous membrane."
Mutism,
Proteinuria,
Stupor,
Hirsutism,
Oral Manifestations,
Body Weight,
"Akathisia, Drug-Induced",
Nocturia,
Lethargy,1
Pallor,Extreme or unnatural paleness.
Dyspepsia,Disturbed digestion; indigestion.
"Hearing Loss, Noise-Induced",Hearing loss is any degree of impairment of the ability to apprehend sound
Facial Paralysis,
Tics,
Gerstmann Syndrome,
Respiratory Sounds,
Pain,
Confusion,
"Hearing Loss, Conductive",
Meningism,
Flatulence,"[flach′ələns] Etymology: L, flatus, a blowing"
Paraplegia,"Complete paralysis of the lower half of the body including both legs, usually caused by damage to the spinal cord."
Systolic Murmurs,To say in a low indistinct voice; utter indistinctly: murmured his approval.
Brown-Sequard Syndrome,"n. sndrome de Brown Squard, hemiseccin de la mdula espinal que causa hiperestesia en el lado lesionado y prdida de la sensibilidad en el lado opuesto."
Hyperalgesia,"an unusually high sensitivity to pain.  — hyperalgesic, adj."
Fatigue,
Hypokinesia,
"Urinary Bladder, Neurogenic",
Arthralgia,
Hematemesis,
"Reflex, Abnormal",
Language Disorders,
Nausea,
"Aphasia, Primary Progressive",Aphasia is condition characterized by either partial or total loss of the ability to communicate verbally or using written words
Dyskinesias,"An impairment in the ability to control movements, characterized by spasmodic or repetitive motions or lack of coordination."
Postoperative Nausea and Vomiting,nausea and vomiting occurring after a surgical procedure
Diplopia,
"Urinary Incontinence, Urge",
Heart Murmurs,
Respiratory Paralysis,
"Hearing Loss, Bilateral",
Fever,
"Hearing Loss, High-Frequency",
"Hearing Loss, Mixed Conductive-Sensorineural",
Vision Disorders,
Catalepsy,"A condition characterized by lack of response to external stimuli and by muscular rigidity, so that the limbs remain where they are positioned. It occurs in a variety of physical and psychological disorders, such as epilepsy and schizophrenia, and can be induced by hypnosis."
Scotoma,An area of diminished vision within the visual field.
Horner Syndrome,
Earache,
Communication Disorders,
Constipation,
Amaurosis Fugax,
Sarcopenia,
Echolalia,
"Angina, Unstable",
Hyperventilation,
Cachexia,"cachexia hypophysiopri´va symptoms resulting from total loss of pituitary function, including loss of sexual function, bradycardia, hypothermia, apathy, and coma"
Mental Fatigue,
Color Vision Defects,Color blindness is an abnormal condition characterized by the inability to clearly distinguish different colors of the spectrum
"Gait Disorders, Neurologic",
Dysuria,
Sciatica,
Body Weight Changes,
Low Back Pain,
Synkinesis,
Dyspnea,
